,Generator Loss per step,Discriminator Loss per step
0,251.67247,1.6638558
1,244.00607,4.0348387
2,207.51187,2.5773842
3,186.4757,1.7227879
4,169.61311,1.6280668
5,165.89175,1.5264406
6,137.9702,1.4701364
7,141.03796,1.3983898
8,137.15475,1.3759317
9,127.53574,1.3453673
10,108.496796,1.3306279
11,98.727875,1.3626407
12,112.52185,1.3126545
13,90.0966,1.3888471
14,102.71747,1.4802983
15,93.96869,1.699744
16,91.592804,2.410176
17,95.66069,2.2899675
18,84.04625,1.5524089
19,84.7648,1.4593242
20,88.69057,1.4194481
21,83.49458,1.4066354
22,77.263336,1.4039261
23,83.109795,1.40617
24,85.73923,1.40257
25,84.62284,1.3989882
26,70.87532,1.3938051
27,72.87787,1.392509
28,72.02136,1.3883944
29,63.626633,1.3962383
30,75.576164,1.3976426
31,73.430984,1.4079152
32,68.801346,1.4111092
33,76.132355,1.3986948
34,69.997345,1.388207
35,71.58577,1.3812304
36,68.995285,1.3877599
37,77.36041,1.3848283
38,74.25943,1.3868912
39,66.65666,1.3936517
40,64.76909,1.3882332
41,73.70924,1.3905709
42,65.70417,1.3702023
43,72.93016,1.3616192
44,70.34747,1.3623252
45,69.67706,1.3598598
46,70.58483,1.3685987
47,73.314064,1.3777735
48,57.328487,1.4056618
49,65.666725,1.4441743
50,70.39059,1.4534168
51,66.576935,1.3996412
52,66.12883,1.3492633
53,67.22521,1.347124
54,65.89017,1.3389795
55,64.04195,1.3385041
56,67.26395,1.3435321
57,67.0241,1.3146546
58,68.932785,1.3181388
59,58.14473,1.3097512
60,70.90974,1.3146966
61,69.181076,1.3133774
62,62.27654,1.3264837
63,68.653786,1.2919265
64,64.48292,1.3213552
65,68.72995,1.3537927
66,65.04671,1.4662795
67,65.75879,1.4124084
68,66.88801,1.3521966
69,57.76698,1.3651509
70,69.58314,1.2857106
71,71.06586,1.2420696
72,69.376274,1.2490058
73,62.024254,1.2285575
74,63.043003,1.2193668
75,58.228012,1.2188175
76,68.37497,1.198721
77,59.986427,1.1823413
78,60.356358,1.1363192
79,67.42257,1.1320158
80,68.009285,1.1889589
81,57.33964,1.1887238
82,57.18361,1.2898815
83,64.58717,1.3591404
84,60.67341,1.3056407
85,60.33676,1.2175462
86,73.9245,1.1817367
87,69.34236,1.1257946
88,60.554688,1.0979491
89,69.2414,1.0316545
90,64.35731,1.0338055
91,63.363697,1.0277839
92,67.90499,1.0171225
93,66.56716,1.0056332
94,66.53549,1.0227025
95,73.049614,1.0602493
96,66.08171,1.1652262
97,62.87742,1.1890831
98,71.02275,1.0202086
99,70.522095,1.0335257
100,68.39135,1.075676
101,57.38194,1.0120099
102,62.350384,1.1351159
103,61.759422,1.0601633
104,54.51653,0.984403
105,68.36694,0.87843764
106,63.518147,0.96805376
107,60.51385,1.1876185
108,68.538185,1.1990936
109,61.61694,0.948627
110,64.371956,0.8631114
111,61.352943,0.85151374
112,69.05064,0.8567463
113,68.08282,0.7467828
114,59.364067,0.81130314
115,57.420887,0.7836913
116,66.52242,0.7788129
117,60.774673,0.7718958
118,65.60929,0.8940683
119,61.941685,1.5175673
120,62.42831,1.6129014
121,63.33987,1.4024045
122,66.8021,1.5043089
123,51.124424,1.420571
124,59.50682,1.1689947
125,65.92845,1.0374614
126,59.688423,1.0663707
127,60.22561,1.0030624
128,61.30804,1.0319927
129,59.839897,0.9371309
130,58.785404,0.8511505
131,59.52837,0.92399395
132,63.20268,0.7581278
133,64.81011,0.7538353
134,52.5724,0.7741025
135,66.3795,0.89473474
136,64.58578,1.1081704
137,56.229317,0.9820229
138,64.45269,0.81201166
139,59.265663,0.9422024
140,64.20014,0.91269094
141,60.244583,0.83592707
142,62.40011,0.7485355
143,62.618496,0.75806105
144,54.395535,0.78165185
145,65.397675,0.66815454
146,66.52482,0.6258606
147,66.23574,0.7230495
148,58.197044,0.6748768
149,60.532898,0.8941673
150,54.446095,1.3944657
151,63.7109,1.385483
152,56.257668,0.9683629
153,56.138565,0.86867845
154,63.667698,0.72191644
155,63.959843,0.7515107
156,54.870605,0.69456714
157,53.012245,0.79232705
158,59.63029,0.66273475
159,57.955135,0.68330634
160,57.436203,0.6557858
161,70.864815,0.73574233
162,67.320435,0.6363646
163,57.6399,0.67262053
164,66.29822,0.53210515
165,61.63892,0.54375017
166,61.17066,0.62627757
167,64.54194,0.56541955
168,62.999702,0.68189836
169,62.911526,0.7038345
170,69.631775,0.7278549
171,63.32999,1.255685
172,61.348198,1.3145099
173,67.34868,0.96154064
174,66.86757,0.7460016
175,65.44715,0.82193196
176,54.909603,0.6687658
177,60.223736,0.6063538
178,61.39769,0.6095576
179,53.082985,0.54930353
180,67.32974,0.5610901
181,64.416176,0.5856374
182,58.686817,0.587744
183,66.44988,0.6513498
184,60.399036,0.8892191
185,62.43841,1.2181857
186,57.85256,1.3523884
187,65.97536,1.2202795
188,65.579506,1.0796245
189,55.014626,0.86392117
190,55.658386,0.76444435
191,65.37183,0.73154974
192,59.824368,0.62163025
193,64.22616,0.59859514
194,59.24538,0.5544496
195,61.11677,0.4288782
