,Generator Loss per step,Discriminator Loss per step
789,4.2186966,1.0750861
790,4.6726007,1.2784873
791,4.034713,1.3533627
792,3.6940093,1.3709702
793,3.674631,1.4019495
794,3.763998,1.2813885
795,4.039688,1.1577904
796,4.595555,1.0200946
797,4.270607,1.1130347
798,3.8700466,1.2761741
799,3.7301478,1.2975714
800,3.9398818,1.1084695
801,3.9881685,1.541989
802,3.866936,1.3291594
803,4.186063,1.4548568
804,4.219076,1.2020876
805,3.9367785,1.3626491
806,3.9887419,1.3069223
807,4.290555,1.117065
808,4.5219784,1.1755188
809,4.4121723,1.5534241
810,3.954198,1.402136
811,4.407252,1.55456
812,4.2404213,1.2754467
813,4.0282974,1.607462
814,4.0276203,1.3627378
815,3.6908896,1.4903393
816,4.0789967,1.2164632
817,3.9168215,1.319334
818,3.9351683,1.122344
819,3.8741195,1.1196446
820,3.5921152,1.2308375
821,4.0167546,1.4873177
822,3.8646636,1.2477303
823,3.8373847,1.2494013
824,4.3081975,1.3435359
825,4.008834,1.4012644
826,3.8914084,1.1584864
827,4.1501617,1.3600423
828,4.329524,1.320651
829,4.547867,1.2387156
830,4.239884,1.3860887
831,4.1837683,1.4861324
832,3.964528,1.5842524
833,3.9691267,1.5455058
834,4.1896343,1.2862899
835,3.8721042,1.2707756
836,3.71405,1.2923528
837,4.2617087,1.0244488
838,4.026596,1.1530169
839,4.1270056,1.0714533
840,3.8307376,1.2524483
841,4.3756847,1.657803
842,4.260811,1.3619128
843,4.0096993,1.5439322
844,4.224613,1.4035169
845,4.1424108,1.4853046
846,3.9075346,1.4876988
847,4.020799,1.2775018
848,3.8205168,1.2709692
849,3.7380242,1.4004476
850,3.901813,1.2011428
851,3.5584834,1.450505
852,3.6456282,1.4034584
853,3.8711631,1.2255036
854,3.9565716,1.2503903
855,4.0993185,1.1468523
856,4.3091006,1.1668513
857,3.9540904,1.2590193
858,4.078929,1.0559626
859,4.148524,1.6131594
860,3.8743947,1.3821918
861,3.9972696,1.4424136
862,3.7748415,1.5568662
863,3.7979007,1.3386496
864,4.164142,1.1798828
865,4.749691,1.412699
866,3.940576,1.4484837
867,3.7247105,1.4993248
868,3.4826984,1.3749619
869,3.8962755,1.2171197
870,4.208807,1.222865
871,4.348814,1.0730083
872,4.4042463,1.0337999
873,3.9202223,1.2463078
874,3.8863962,1.4044123
875,3.9509916,1.1856985
876,4.0474477,1.5456502
877,3.8887842,1.3583856
878,4.2419686,1.5053749
879,4.3480883,1.2966725
880,3.9638395,1.3268538
881,3.8239474,1.30072
882,4.273331,1.2183197
883,4.3537507,1.1232879
884,4.1856728,1.4045221
885,3.7822046,1.3356439
886,4.1633663,1.5154855
887,4.0813236,1.1856825
888,4.00849,1.6235834
889,3.94009,1.3191496
890,3.7232604,1.5190647
891,4.0054073,1.1591105
892,4.0060363,1.4498985
893,4.0115237,1.143889
894,4.0365515,1.2050672
895,3.6651905,1.3259339
896,4.1890426,1.6600852
897,4.066007,1.2347472
898,3.770766,1.3856995
899,4.2864265,1.2880418
900,4.1324883,1.45137
901,3.98098,1.194505
902,3.9103153,1.3940043
903,4.1933575,1.2912214
904,4.346669,1.3154284
905,4.173635,1.2837193
906,3.9486146,1.3633585
907,4.015999,1.3186846
908,3.8623664,1.4080575
909,4.106694,1.1300268
910,3.6763306,1.2197571
911,3.8417897,1.5376564
912,4.30857,1.1545169
913,4.2596436,1.5027001
914,4.300261,1.358727
915,3.8224673,1.5182676
916,4.1855717,1.5324689
917,4.2847457,1.256767
918,3.8690886,1.4227469
919,4.0335417,1.411398
920,3.9941988,1.4881585
921,3.874463,1.4597313
922,4.127476,1.2108047
923,3.6443849,1.2840889
924,3.5952108,1.3467284
925,3.7019627,1.1630654
926,3.5814853,1.4160066
927,3.6108513,1.3924272
928,3.7898707,1.2675047
929,3.9999547,1.2903702
930,4.2491307,1.1782204
931,4.2626867,1.164493
932,3.9720364,1.1878712
933,4.0670705,1.0233245
934,3.9980428,1.5363818
935,3.7565033,1.2933569
936,3.8560436,1.419441
937,3.8030214,1.4835808
938,3.7806458,1.3087473
939,4.1221247,1.1313733
940,4.461146,1.3835046
941,3.8482077,1.4400746
942,3.5321383,1.5169647
943,3.5388935,1.3780992
944,3.8690462,1.2358022
945,4.1627893,1.2404563
946,4.3075285,1.1549532
947,4.4165535,1.0595905
948,4.1301136,1.2270472
949,3.8758407,1.4983611
950,3.7890978,1.3052092
951,4.009754,1.5436022
952,3.9459643,1.3745103
953,4.1722903,1.321135
954,3.928921,1.2309732
955,3.783234,1.2865481
956,3.8520722,1.2198684
957,4.0367255,1.1327395
958,3.9737597,1.1710982
959,4.0382833,1.3905923
960,3.760168,1.3402518
961,4.225687,1.4389338
962,4.165777,1.0837258
963,3.8804424,1.6351817
964,3.8758745,1.3585229
965,3.93932,1.4760747
966,3.9938931,1.1993498
967,4.1034307,1.5018028
968,3.8250918,1.2326736
969,3.8493018,1.2221417
970,3.6948211,1.1700807
971,3.8993082,1.3931272
972,3.7898133,1.2349632
973,3.665532,1.2225115
974,4.1681366,1.4767754
975,4.1536975,1.6201077
976,3.9763365,1.2637708
977,3.862567,1.4597183
978,4.2448387,1.3073766
979,4.1448584,1.3985703
980,4.188716,1.3307049
981,4.052114,1.3235788
982,3.972883,1.2801228
983,3.8489797,1.3718317
984,3.9850538,1.1845329
985,3.868579,1.18647
986,3.722746,1.2657053
987,4.271657,0.98970175
988,4.0217085,1.2035047
989,4.078019,1.2276716
990,3.728092,1.3672392
991,4.3956256,1.5666056
992,4.2334948,1.260155
993,3.9382625,1.4763603
994,3.9351048,1.4358819
995,4.09134,1.5427958
996,3.7553134,1.5227592
997,3.922388,1.3220437
998,3.6169841,1.3413299
999,3.716108,1.4454105
1000,3.8274083,1.3144667
1001,3.6577318,1.4432487
1002,3.4975996,1.3162533
1003,3.7504015,1.1951725
1004,3.8049424,1.235839
1005,4.059087,1.1986384
1006,4.2584395,1.2497965
1007,4.03318,1.2928207
1008,3.9779863,1.0394416
1009,3.7884965,1.4324391
1010,3.6468213,1.3063849
1011,3.7211926,1.3650196
1012,3.698755,1.5171175
1013,3.6046994,1.4256685
1014,4.2056074,1.1469188
1015,4.564422,1.3999809
1016,4.009435,1.4503036
1017,3.5418339,1.5609035
1018,3.524022,1.4237258
1019,3.8608677,1.2211084
1020,4.075372,1.228594
1021,4.2129283,1.0381242
1022,4.126961,1.037853
1023,3.890797,1.2201474
1024,3.8109503,1.4281564
1025,3.8218534,1.1048247
1026,3.967769,1.671651
1027,3.988883,1.3650043
1028,4.079952,1.4408448
1029,4.055719,1.2733958
1030,3.954149,1.3354628
